func	kind	prec	M	N	time[sec]	perf[GFLOPS]
matvec(Dense)	Dense	float	1000	1000	0.000787531	2.53958
matvec(Dense)	Dense	float	2000	2000	0.000106502	75.1161
matvec(Dense)	Dense	float	3000	3000	0.00100539	17.9035
matvec(Dense)	Dense	float	4000	4000	0.00440964	7.25682
matvec(Dense)	Dense	float	5000	5000	0.00926794	5.39494
matvec(Dense)	Dense	float	6000	6000	0.0113861	6.32347
matvec(Dense)	Dense	float	7000	7000	0.00843466	11.6187
matvec(Dense)	Dense	float	8000	8000	0.0239534	5.34371
matvec(Dense)	Dense	float	9000	9000	0.0170158	9.52058
matvec(Dense)	Dense	float	10000	10000	0.0220267	9.07987
matvec(Dense)	Dense	double	1000	1000	0.000138342	14.457
matvec(Dense)	Dense	double	2000	2000	0.0046828	1.70838
matvec(Dense)	Dense	double	3000	3000	0.00308251	5.8394
matvec(Dense)	Dense	double	4000	4000	0.0135077	2.36902
matvec(Dense)	Dense	double	5000	5000	0.0178541	2.80048
matvec(Dense)	Dense	double	6000	6000	0.0253751	2.83743
matvec(Dense)	Dense	double	7000	7000	0.0294495	3.32773
matvec(Dense)	Dense	double	8000	8000	0.0450876	2.83892
matvec(Dense)	Dense	double	9000	9000	0.0437762	3.70064
matvec(Dense)	Dense	double	10000	10000	0.032517	6.15063
