func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00870257	229.817
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.0194059	347.833
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.059875	267.223
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0787412	396.87
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.125696	429.608
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.16654	514.89
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.243889	524.829
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.345986	526.755
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.466198	536.253
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0103361	193.496
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0284079	237.61
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.0697233	229.479
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.13132	237.969
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.215745	250.295
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	0.325918	263.103
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	0.476408	268.677
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	0.66619	273.571
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	0.925657	270.078
