func	kind	prec	M	N	time[sec]
convert(COO,Dense)	Dense	float	1000	1000	0.00278763
convert(COO,Dense)	Dense	float	2000	2000	0.00602141
convert(COO,Dense)	Dense	float	3000	3000	0.0334329
convert(COO,Dense)	Dense	float	4000	4000	0.0641022
convert(COO,Dense)	Dense	float	5000	5000	0.0972797
convert(COO,Dense)	Dense	float	6000	6000	0.139755
convert(COO,Dense)	Dense	float	7000	7000	0.187515
convert(COO,Dense)	Dense	float	8000	8000	0.241214
convert(COO,Dense)	Dense	float	9000	9000	0.303369
convert(COO,Dense)	Dense	float	10000	10000	0.366821
convert(COO,Dense)	Dense	double	1000	1000	0.00343342
convert(COO,Dense)	Dense	double	2000	2000	0.0115125
convert(COO,Dense)	Dense	double	3000	3000	0.0677801
convert(COO,Dense)	Dense	double	4000	4000	0.118595
convert(COO,Dense)	Dense	double	5000	5000	0.185453
convert(COO,Dense)	Dense	double	6000	6000	0.265744
convert(COO,Dense)	Dense	double	7000	7000	0.35727
convert(COO,Dense)	Dense	double	8000	8000	0.462565
convert(COO,Dense)	Dense	double	9000	9000	0.574541
convert(COO,Dense)	Dense	double	10000	10000	0.652205
