func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
matsub(Dense,Dense,Dense)	Dense	float	1000	1000	0.00118996	0.840366	10.0844
matsub(Dense,Dense,Dense)	Dense	float	2000	2000	0.00479229	0.834674	10.0161
matsub(Dense,Dense,Dense)	Dense	float	3000	3000	0.0146915	0.612601	7.35121
matsub(Dense,Dense,Dense)	Dense	float	4000	4000	0.00858102	1.86458	22.375
matsub(Dense,Dense,Dense)	Dense	float	5000	5000	0.0193084	1.29477	15.5373
matsub(Dense,Dense,Dense)	Dense	float	6000	6000	0.0456384	0.788809	9.4657
matsub(Dense,Dense,Dense)	Dense	float	7000	7000	0.0387627	1.2641	15.1692
matsub(Dense,Dense,Dense)	Dense	float	8000	8000	0.077428	0.826575	9.9189
matsub(Dense,Dense,Dense)	Dense	float	9000	9000	0.0635836	1.27391	15.287
matsub(Dense,Dense,Dense)	Dense	float	10000	10000	0.079837	1.25255	15.0306
matsub(Dense,Dense,Dense)	Dense	double	1000	1000	0.000225868	4.42736	106.257
matsub(Dense,Dense,Dense)	Dense	double	2000	2000	0.00481049	0.831516	19.9564
matsub(Dense,Dense,Dense)	Dense	double	3000	3000	0.01117	0.805732	19.3376
matsub(Dense,Dense,Dense)	Dense	double	4000	4000	0.0427717	0.374079	8.97791
matsub(Dense,Dense,Dense)	Dense	double	5000	5000	0.0269971	0.926025	22.2246
matsub(Dense,Dense,Dense)	Dense	double	6000	6000	0.0936874	0.384256	9.22215
matsub(Dense,Dense,Dense)	Dense	double	7000	7000	0.0593688	0.82535	19.8084
matsub(Dense,Dense,Dense)	Dense	double	8000	8000	0.100803	0.634901	15.2376
matsub(Dense,Dense,Dense)	Dense	double	9000	9000	0.0935918	0.86546	20.771
matsub(Dense,Dense,Dense)	Dense	double	10000	10000	0.127304	0.785519	18.8525
