func	kind	prec	M	N	time[sec]
convert(COO,CRS)	CRS	float	10000	10000	0.0149627
convert(COO,CRS)	CRS	float	20000	20000	0.0264317
convert(COO,CRS)	CRS	float	30000	30000	0.0496763
convert(COO,CRS)	CRS	float	40000	40000	0.0654324
convert(COO,CRS)	CRS	float	50000	50000	0.0820591
convert(COO,CRS)	CRS	float	60000	60000	0.0976408
convert(COO,CRS)	CRS	float	70000	70000	0.109961
convert(COO,CRS)	CRS	float	80000	80000	0.107315
convert(COO,CRS)	CRS	float	90000	90000	0.114872
convert(COO,CRS)	CRS	float	100000	100000	0.129465
convert(COO,CRS)	CRS	double	10000	10000	0.0067451
convert(COO,CRS)	CRS	double	20000	20000	0.0180039
convert(COO,CRS)	CRS	double	30000	30000	0.0572178
convert(COO,CRS)	CRS	double	40000	40000	0.0759911
convert(COO,CRS)	CRS	double	50000	50000	0.0956483
convert(COO,CRS)	CRS	double	60000	60000	0.109263
convert(COO,CRS)	CRS	double	70000	70000	0.126849
convert(COO,CRS)	CRS	double	80000	80000	0.144404
convert(COO,CRS)	CRS	double	90000	90000	0.164808
convert(COO,CRS)	CRS	double	100000	100000	0.180849
