func	kind	prec	M	N	time[sec]
transpose(Dense)	Dense	float	1000	1000	0.00916902
transpose(Dense)	Dense	float	2000	2000	0.0429678
transpose(Dense)	Dense	float	3000	3000	0.126369
transpose(Dense)	Dense	float	4000	4000	0.244916
transpose(Dense)	Dense	float	5000	5000	0.414383
transpose(Dense)	Dense	float	6000	6000	0.627256
transpose(Dense)	Dense	float	7000	7000	0.884562
transpose(Dense)	Dense	float	8000	8000	1.19637
transpose(Dense)	Dense	float	9000	9000	1.52555
transpose(Dense)	Dense	float	10000	10000	1.89167
transpose(Dense)	Dense	double	1000	1000	0.0105557
transpose(Dense)	Dense	double	2000	2000	0.0585295
transpose(Dense)	Dense	double	3000	3000	0.184894
transpose(Dense)	Dense	double	4000	4000	0.342038
transpose(Dense)	Dense	double	5000	5000	0.564971
transpose(Dense)	Dense	double	6000	6000	0.823073
transpose(Dense)	Dense	double	7000	7000	1.12472
transpose(Dense)	Dense	double	8000	8000	1.50489
transpose(Dense)	Dense	double	9000	9000	1.97917
transpose(Dense)	Dense	double	10000	10000	2.54086
