func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_sign(Dense)	Dense	float	1000	1000	0.000203408	4.91622
m_sign(Dense)	Dense	float	2000	2000	0.00111966	3.57253
m_sign(Dense)	Dense	float	3000	3000	0.00332527	2.70655
m_sign(Dense)	Dense	float	4000	4000	0.00590496	2.70959
m_sign(Dense)	Dense	float	5000	5000	0.00921051	2.71429
m_sign(Dense)	Dense	float	6000	6000	0.0132594	2.71506
m_sign(Dense)	Dense	float	7000	7000	0.0180459	2.7153
m_sign(Dense)	Dense	float	8000	8000	0.0235653	2.71586
m_sign(Dense)	Dense	float	9000	9000	0.0298577	2.71287
m_sign(Dense)	Dense	float	10000	10000	0.0368145	2.71632
m_sign(Dense)	Dense	double	1000	1000	4.7615e-05	21.0018
m_sign(Dense)	Dense	double	2000	2000	0.00297815	1.34312
m_sign(Dense)	Dense	double	3000	3000	0.00668628	1.34604
m_sign(Dense)	Dense	double	4000	4000	0.0118901	1.34566
m_sign(Dense)	Dense	double	5000	5000	0.01856	1.34698
m_sign(Dense)	Dense	double	6000	6000	0.0267104	1.34779
m_sign(Dense)	Dense	double	7000	7000	0.0363512	1.34796
m_sign(Dense)	Dense	double	8000	8000	0.0474805	1.34792
m_sign(Dense)	Dense	double	9000	9000	0.0600748	1.34832
m_sign(Dense)	Dense	double	10000	10000	0.0741763	1.34814
