func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
mm_add(Dense,Dense,Dense)	Dense	float	1000	1000	0.000171787	5.82116	69.8539
mm_add(Dense,Dense,Dense)	Dense	float	2000	2000	0.00216368	1.8487	22.1844
mm_add(Dense,Dense,Dense)	Dense	float	3000	3000	0.00485104	1.85527	22.2633
mm_add(Dense,Dense,Dense)	Dense	float	4000	4000	0.00858624	1.86345	22.3614
mm_add(Dense,Dense,Dense)	Dense	float	5000	5000	0.0134073	1.86465	22.3758
mm_add(Dense,Dense,Dense)	Dense	float	6000	6000	0.0192907	1.86618	22.3942
mm_add(Dense,Dense,Dense)	Dense	float	7000	7000	0.0261629	1.87288	22.4746
mm_add(Dense,Dense,Dense)	Dense	float	8000	8000	0.0342297	1.86972	22.4366
mm_add(Dense,Dense,Dense)	Dense	float	9000	9000	0.0431342	1.87786	22.5343
mm_add(Dense,Dense,Dense)	Dense	float	10000	10000	0.0533924	1.87292	22.4751
mm_add(Dense,Dense,Dense)	Dense	double	1000	1000	0.00106753	0.936738	22.4817
mm_add(Dense,Dense,Dense)	Dense	double	2000	2000	0.00431831	0.926289	22.2309
mm_add(Dense,Dense,Dense)	Dense	double	3000	3000	0.00966861	0.930847	22.3403
mm_add(Dense,Dense,Dense)	Dense	double	4000	4000	0.0171701	0.931854	22.3645
mm_add(Dense,Dense,Dense)	Dense	double	5000	5000	0.0267742	0.933736	22.4097
mm_add(Dense,Dense,Dense)	Dense	double	6000	6000	0.0384813	0.93552	22.4525
mm_add(Dense,Dense,Dense)	Dense	double	7000	7000	0.0521021	0.940461	22.5711
mm_add(Dense,Dense,Dense)	Dense	double	8000	8000	0.0682619	0.937565	22.5016
mm_add(Dense,Dense,Dense)	Dense	double	9000	9000	0.0858404	0.943611	22.6467
mm_add(Dense,Dense,Dense)	Dense	double	10000	10000	0.106232	0.941335	22.592
