func	kind	prec	M	N	time[sec]
convert(COO,CRS)	CRS	float	10000	10000	0.00508815
convert(COO,CRS)	CRS	float	20000	20000	0.0105194
convert(COO,CRS)	CRS	float	30000	30000	0.0147195
convert(COO,CRS)	CRS	float	40000	40000	0.0190585
convert(COO,CRS)	CRS	float	50000	50000	0.023403
convert(COO,CRS)	CRS	float	60000	60000	0.0280311
convert(COO,CRS)	CRS	float	70000	70000	0.0324676
convert(COO,CRS)	CRS	float	80000	80000	0.0370513
convert(COO,CRS)	CRS	float	90000	90000	0.0417357
convert(COO,CRS)	CRS	float	100000	100000	0.0461605
convert(COO,CRS)	CRS	double	10000	10000	0.00347119
convert(COO,CRS)	CRS	double	20000	20000	0.00704285
convert(COO,CRS)	CRS	double	30000	30000	0.0170911
convert(COO,CRS)	CRS	double	40000	40000	0.0224271
convert(COO,CRS)	CRS	double	50000	50000	0.0275388
convert(COO,CRS)	CRS	double	60000	60000	0.0375946
convert(COO,CRS)	CRS	double	70000	70000	0.0439146
convert(COO,CRS)	CRS	double	80000	80000	0.0493045
convert(COO,CRS)	CRS	double	90000	90000	0.0553847
convert(COO,CRS)	CRS	double	100000	100000	0.0607634
