func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_reciprocal(CRS)	CRS	float	10000	10000	0.000927447	0.873365
m_reciprocal(CRS)	CRS	float	20000	20000	0.00105085	1.54161
m_reciprocal(CRS)	CRS	float	30000	30000	0.00152956	1.58869
m_reciprocal(CRS)	CRS	float	40000	40000	0.00206515	1.5689
m_reciprocal(CRS)	CRS	float	50000	50000	0.00259388	1.56137
m_reciprocal(CRS)	CRS	float	60000	60000	0.00305977	1.58836
m_reciprocal(CRS)	CRS	float	70000	70000	0.00360388	1.5733
m_reciprocal(CRS)	CRS	float	80000	80000	0.00405698	1.59725
m_reciprocal(CRS)	CRS	float	90000	90000	0.00445538	1.63622
m_reciprocal(CRS)	CRS	float	100000	100000	0.00534363	1.51582
m_reciprocal(CRS)	CRS	double	10000	10000	0.00052488	1.54321
m_reciprocal(CRS)	CRS	double	20000	20000	0.000955265	1.69586
m_reciprocal(CRS)	CRS	double	30000	30000	0.00134663	1.80451
m_reciprocal(CRS)	CRS	double	40000	40000	0.00345638	0.937396
m_reciprocal(CRS)	CRS	double	50000	50000	0.00631191	0.641645
m_reciprocal(CRS)	CRS	double	60000	60000	0.00846936	0.573833
m_reciprocal(CRS)	CRS	double	70000	70000	0.0103931	0.545552
m_reciprocal(CRS)	CRS	double	80000	80000	0.0123007	0.526798
m_reciprocal(CRS)	CRS	double	90000	90000	0.0138905	0.524821
m_reciprocal(CRS)	CRS	double	100000	100000	0.0151517	0.534595
