func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00827367	241.731
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.00377132	1789.82
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.00821173	1948.43
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0160009	1953.02
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.0260037	2076.63
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.0415967	2061.46
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.0614683	2082.37
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.089133	2044.7
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.122488	2041.01
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0280771	71.2324
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0893734	75.5259
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.211187	75.7623
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.410847	76.0623
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.689861	78.2766
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	1.10401	77.6711
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	1.64202	77.953
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	2.34336	77.7728
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	3.22259	77.5774
