func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_atanh(Dense)	Dense	float	1000	1000	0.000176839	5.65487
m_atanh(Dense)	Dense	float	2000	2000	0.000532565	7.51082
m_atanh(Dense)	Dense	float	3000	3000	0.00112351	8.01061
m_atanh(Dense)	Dense	float	4000	4000	0.00195319	8.19173
m_atanh(Dense)	Dense	float	5000	5000	0.00303607	8.23432
m_atanh(Dense)	Dense	float	6000	6000	0.00436957	8.23879
m_atanh(Dense)	Dense	float	7000	7000	0.00596979	8.208
m_atanh(Dense)	Dense	float	8000	8000	0.00799137	8.00864
m_atanh(Dense)	Dense	float	9000	9000	0.00985295	8.22089
m_atanh(Dense)	Dense	float	10000	10000	0.0124113	8.05714
m_atanh(Dense)	Dense	double	1000	1000	0.0012678	0.788769
m_atanh(Dense)	Dense	double	2000	2000	0.00519136	0.770511
m_atanh(Dense)	Dense	double	3000	3000	0.0110086	0.817546
m_atanh(Dense)	Dense	double	4000	4000	0.0195679	0.817667
m_atanh(Dense)	Dense	double	5000	5000	0.0305759	0.817637
m_atanh(Dense)	Dense	double	6000	6000	0.0440208	0.817795
m_atanh(Dense)	Dense	double	7000	7000	0.059952	0.817321
m_atanh(Dense)	Dense	double	8000	8000	0.0785278	0.814998
m_atanh(Dense)	Dense	double	9000	9000	0.0993674	0.815157
m_atanh(Dense)	Dense	double	10000	10000	0.122929	0.813477
