func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00819125	244.163
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.0262399	257.242
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.0621612	257.395
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.122187	255.755
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.229941	234.843
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.376113	227.99
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.485391	263.705
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.700656	260.113
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	1.00726	248.199
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.016449	121.588
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0546569	123.498
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.129424	123.625
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.24995	125.025
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.44416	121.578
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	0.762984	112.388
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	1.07161	119.446
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	1.5299	119.126
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	2.20319	113.472
