func	kind	prec	M	N	time[sec]
transpose(Dense)	Dense	float	1000	1000	0.0126246
transpose(Dense)	Dense	float	2000	2000	0.0470553
transpose(Dense)	Dense	float	3000	3000	0.133827
transpose(Dense)	Dense	float	4000	4000	0.245801
transpose(Dense)	Dense	float	5000	5000	0.41673
transpose(Dense)	Dense	float	6000	6000	0.626662
transpose(Dense)	Dense	float	7000	7000	0.894487
transpose(Dense)	Dense	float	8000	8000	1.19941
transpose(Dense)	Dense	float	9000	9000	1.53036
transpose(Dense)	Dense	float	10000	10000	1.89177
transpose(Dense)	Dense	double	1000	1000	0.0105473
transpose(Dense)	Dense	double	2000	2000	0.0586231
transpose(Dense)	Dense	double	3000	3000	0.186113
transpose(Dense)	Dense	double	4000	4000	0.342856
transpose(Dense)	Dense	double	5000	5000	0.566448
transpose(Dense)	Dense	double	6000	6000	0.821584
transpose(Dense)	Dense	double	7000	7000	1.12787
transpose(Dense)	Dense	double	8000	8000	1.50644
transpose(Dense)	Dense	double	9000	9000	1.9797
transpose(Dense)	Dense	double	10000	10000	2.54638
