func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
sm_pow(Dense,Dense)	Dense	float	1000	1000	0.000338375	2.9553	23.6424
sm_pow(Dense,Dense)	Dense	float	2000	2000	0.00165977	2.40997	19.2798
sm_pow(Dense,Dense)	Dense	float	3000	3000	0.00368297	2.44368	19.5494
sm_pow(Dense,Dense)	Dense	float	4000	4000	0.00668465	2.39354	19.1483
sm_pow(Dense,Dense)	Dense	float	5000	5000	0.0101118	2.47235	19.7788
sm_pow(Dense,Dense)	Dense	float	6000	6000	0.0150835	2.38672	19.0938
sm_pow(Dense,Dense)	Dense	float	7000	7000	0.0197235	2.48434	19.8747
sm_pow(Dense,Dense)	Dense	float	8000	8000	0.0260107	2.46053	19.6842
sm_pow(Dense,Dense)	Dense	float	9000	9000	0.0325645	2.48737	19.8989
sm_pow(Dense,Dense)	Dense	float	10000	10000	0.0401734	2.48921	19.9137
sm_pow(Dense,Dense)	Dense	double	1000	1000	0.000780143	1.28182	20.5091
sm_pow(Dense,Dense)	Dense	double	2000	2000	0.00336064	1.19025	19.044
sm_pow(Dense,Dense)	Dense	double	3000	3000	0.00734775	1.22487	19.5978
sm_pow(Dense,Dense)	Dense	double	4000	4000	0.0128845	1.2418	19.8688
sm_pow(Dense,Dense)	Dense	double	5000	5000	0.0203682	1.2274	19.6384
sm_pow(Dense,Dense)	Dense	double	6000	6000	0.0289533	1.24338	19.8941
sm_pow(Dense,Dense)	Dense	double	7000	7000	0.0393353	1.2457	19.9312
sm_pow(Dense,Dense)	Dense	double	8000	8000	0.0515473	1.24158	19.8653
sm_pow(Dense,Dense)	Dense	double	9000	9000	0.0649237	1.24762	19.9619
sm_pow(Dense,Dense)	Dense	double	10000	10000	0.0801799	1.2472	19.9551
