func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_reciprocal(Dense)	Dense	float	1000	1000	0.000906577	1.10305
m_reciprocal(Dense)	Dense	float	2000	2000	0.00125446	3.18862
m_reciprocal(Dense)	Dense	float	3000	3000	0.00276943	3.24977
m_reciprocal(Dense)	Dense	float	4000	4000	0.00495537	3.22882
m_reciprocal(Dense)	Dense	float	5000	5000	0.00939937	2.65975
m_reciprocal(Dense)	Dense	float	6000	6000	0.0109778	3.27933
m_reciprocal(Dense)	Dense	float	7000	7000	0.02041	2.40079
m_reciprocal(Dense)	Dense	float	8000	8000	0.0263212	2.4315
m_reciprocal(Dense)	Dense	float	9000	9000	0.0333887	2.42597
m_reciprocal(Dense)	Dense	float	10000	10000	0.0333313	3.00018
m_reciprocal(Dense)	Dense	double	1000	1000	0.000340484	2.93699
m_reciprocal(Dense)	Dense	double	2000	2000	0.00105849	3.77898
m_reciprocal(Dense)	Dense	double	3000	3000	0.0072729	1.23747
m_reciprocal(Dense)	Dense	double	4000	4000	0.0149598	1.06954
m_reciprocal(Dense)	Dense	double	5000	5000	0.0231786	1.07858
m_reciprocal(Dense)	Dense	double	6000	6000	0.0278513	1.29258
m_reciprocal(Dense)	Dense	double	7000	7000	0.0462586	1.05926
m_reciprocal(Dense)	Dense	double	8000	8000	0.0647266	0.988775
m_reciprocal(Dense)	Dense	double	9000	9000	0.0603782	1.34154
m_reciprocal(Dense)	Dense	double	10000	10000	0.0873791	1.14444
