func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_tan(Dense)	Dense	float	1000	1000	0.000651238	1.53554
m_tan(Dense)	Dense	float	2000	2000	0.00166977	2.39554
m_tan(Dense)	Dense	float	3000	3000	0.00358673	2.50925
m_tan(Dense)	Dense	float	4000	4000	0.00595877	2.68512
m_tan(Dense)	Dense	float	5000	5000	0.00938763	2.66308
m_tan(Dense)	Dense	float	6000	6000	0.0139456	2.58147
m_tan(Dense)	Dense	float	7000	7000	0.0188278	2.60253
m_tan(Dense)	Dense	float	8000	8000	0.02486	2.57441
m_tan(Dense)	Dense	float	9000	9000	0.0310676	2.60722
m_tan(Dense)	Dense	float	10000	10000	0.0383846	2.60521
m_tan(Dense)	Dense	double	1000	1000	0.000879855	1.13655
m_tan(Dense)	Dense	double	2000	2000	0.00325915	1.22731
m_tan(Dense)	Dense	double	3000	3000	0.00694445	1.296
m_tan(Dense)	Dense	double	4000	4000	0.0122553	1.30556
m_tan(Dense)	Dense	double	5000	5000	0.0191032	1.30868
m_tan(Dense)	Dense	double	6000	6000	0.0275331	1.30752
m_tan(Dense)	Dense	double	7000	7000	0.0371333	1.31957
m_tan(Dense)	Dense	double	8000	8000	0.0481333	1.32964
m_tan(Dense)	Dense	double	9000	9000	0.0607824	1.33262
m_tan(Dense)	Dense	double	10000	10000	0.0743245	1.34545
