func	kind	prec	M	N	time[sec]	perf[GFLOPS]
matvec(Dense)	Dense	float	1000	1000	0.00692391	0.288854
matvec(Dense)	Dense	float	2000	2000	0.000581741	13.7518
matvec(Dense)	Dense	float	3000	3000	0.000792739	22.7061
matvec(Dense)	Dense	float	4000	4000	0.00112179	28.526
matvec(Dense)	Dense	float	5000	5000	0.00145369	34.3952
matvec(Dense)	Dense	float	6000	6000	0.0019168	37.5625
matvec(Dense)	Dense	float	7000	7000	0.00245736	39.8801
matvec(Dense)	Dense	float	8000	8000	0.00328609	38.9521
matvec(Dense)	Dense	float	9000	9000	0.00400547	40.4447
matvec(Dense)	Dense	float	10000	10000	0.00476818	41.9447
matvec(Dense)	Dense	double	1000	1000	0.000509461	3.92572
matvec(Dense)	Dense	double	2000	2000	0.000773984	10.3361
matvec(Dense)	Dense	double	3000	3000	0.00116516	15.4485
matvec(Dense)	Dense	double	4000	4000	0.00178571	17.9201
matvec(Dense)	Dense	double	5000	5000	0.00246109	20.3162
matvec(Dense)	Dense	double	6000	6000	0.00361636	19.9095
matvec(Dense)	Dense	double	7000	7000	0.00466378	21.013
matvec(Dense)	Dense	double	8000	8000	0.00593818	21.5554
matvec(Dense)	Dense	double	9000	9000	0.00734092	22.0681
matvec(Dense)	Dense	double	10000	10000	0.00878319	22.7708
