func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00807666	247.627
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.0264453	255.244
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.0645247	247.967
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.130004	240.378
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.235229	229.563
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.385113	222.662
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.505462	253.233
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.742046	245.605
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	1.09127	229.09
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0161341	123.961
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.055992	120.553
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.129233	123.808
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.254168	122.95
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.479105	112.71
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	0.78295	109.522
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	1.06359	120.347
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	1.61191	113.065
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	2.26827	110.216
