func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.0106031	188.624
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.0240644	280.497
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.0519017	308.275
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0941394	331.955
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.148951	362.535
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.234066	366.35
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.337027	379.792
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.481072	378.841
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.6576	380.17
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0101916	196.24
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0325018	207.681
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.0773552	206.838
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.150279	207.947
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.254841	211.897
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	0.403043	212.757
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	0.588975	217.327
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	0.814167	223.849
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	1.10392	226.465
