func	kind	prec	M	N	time[sec]
transpose(Dense)	Dense	float	1000	1000	0.0126215
transpose(Dense)	Dense	float	2000	2000	0.0479316
transpose(Dense)	Dense	float	3000	3000	0.126818
transpose(Dense)	Dense	float	4000	4000	0.246059
transpose(Dense)	Dense	float	5000	5000	0.418212
transpose(Dense)	Dense	float	6000	6000	0.634234
transpose(Dense)	Dense	float	7000	7000	0.886226
transpose(Dense)	Dense	float	8000	8000	1.1962
transpose(Dense)	Dense	float	9000	9000	1.52927
transpose(Dense)	Dense	float	10000	10000	1.89733
transpose(Dense)	Dense	double	1000	1000	0.0106676
transpose(Dense)	Dense	double	2000	2000	0.0589294
transpose(Dense)	Dense	double	3000	3000	0.185955
transpose(Dense)	Dense	double	4000	4000	0.343982
transpose(Dense)	Dense	double	5000	5000	0.566889
transpose(Dense)	Dense	double	6000	6000	0.824365
transpose(Dense)	Dense	double	7000	7000	1.12798
transpose(Dense)	Dense	double	8000	8000	1.50292
transpose(Dense)	Dense	double	9000	9000	1.98168
transpose(Dense)	Dense	double	10000	10000	2.54357
