func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_sin(CRS)	CRS	float	10000	10000	0.000585028	1.38455
m_sin(CRS)	CRS	float	20000	20000	0.000855346	1.89397
m_sin(CRS)	CRS	float	30000	30000	0.00192528	1.26215
m_sin(CRS)	CRS	float	40000	40000	0.0026106	1.24109
m_sin(CRS)	CRS	float	50000	50000	0.00326161	1.24172
m_sin(CRS)	CRS	float	60000	60000	0.00391617	1.24101
m_sin(CRS)	CRS	float	70000	70000	0.00453163	1.2512
m_sin(CRS)	CRS	float	80000	80000	0.00504134	1.28537
m_sin(CRS)	CRS	float	90000	90000	0.00567814	1.28387
m_sin(CRS)	CRS	float	100000	100000	0.00622979	1.3002
m_sin(CRS)	CRS	double	10000	10000	0.0013475	0.601112
m_sin(CRS)	CRS	double	20000	20000	0.00254513	0.63651
m_sin(CRS)	CRS	double	30000	30000	0.0036745	0.661314
m_sin(CRS)	CRS	double	40000	40000	0.00461679	0.701787
m_sin(CRS)	CRS	double	50000	50000	0.00603186	0.671435
m_sin(CRS)	CRS	double	60000	60000	0.0070628	0.688112
m_sin(CRS)	CRS	double	70000	70000	0.00818994	0.692313
m_sin(CRS)	CRS	double	80000	80000	0.00917142	0.706543
m_sin(CRS)	CRS	double	90000	90000	0.0103323	0.705557
m_sin(CRS)	CRS	double	100000	100000	0.0116114	0.697588
