func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00817564	244.629
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.00379262	1779.77
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.00829459	1928.97
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0156107	2001.83
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.0262548	2056.77
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.0414834	2067.09
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.0615789	2078.63
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.0894702	2036.99
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.122913	2033.96
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.028149	71.0504
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0893773	75.5226
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.211299	75.722
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.410793	76.0724
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.689761	78.288
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	1.10443	77.6419
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	1.64185	77.9611
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	2.34316	77.7794
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	3.22231	77.584
