func	kind	prec	M	N	time[sec]	perf[GFLOPS]
matvec(CRS)	CRS	float	10000	10000	0.0194956	0.0830956
matvec(CRS)	CRS	float	20000	20000	0.00292781	1.10663
matvec(CRS)	CRS	float	30000	30000	0.00719417	0.675547
matvec(CRS)	CRS	float	40000	40000	0.00984266	0.658358
matvec(CRS)	CRS	float	50000	50000	0.0109831	0.737493
matvec(CRS)	CRS	float	60000	60000	0.0107923	0.90064
matvec(CRS)	CRS	float	70000	70000	0.00449255	2.52418
matvec(CRS)	CRS	float	80000	80000	0.00764462	1.69531
matvec(CRS)	CRS	float	90000	90000	0.0130733	1.11525
matvec(CRS)	CRS	float	100000	100000	0.00862961	1.87726
matvec(CRS)	CRS	double	10000	10000	0.00127438	1.27121
matvec(CRS)	CRS	double	20000	20000	0.00308153	1.05143
matvec(CRS)	CRS	double	30000	30000	0.00880813	0.551763
matvec(CRS)	CRS	double	40000	40000	0.0102664	0.631182
matvec(CRS)	CRS	double	50000	50000	0.0131652	0.615258
matvec(CRS)	CRS	double	60000	60000	0.0194155	0.50063
matvec(CRS)	CRS	double	70000	70000	0.0182208	0.622365
matvec(CRS)	CRS	double	80000	80000	0.0067288	1.92605
matvec(CRS)	CRS	double	90000	90000	0.0253833	0.574392
matvec(CRS)	CRS	double	100000	100000	0.0267301	0.606059
