func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_reciprocal(Dense)	Dense	float	1000	1000	0.000199515	5.01217
m_reciprocal(Dense)	Dense	float	2000	2000	0.000615917	6.49438
m_reciprocal(Dense)	Dense	float	3000	3000	0.00134419	6.69547
m_reciprocal(Dense)	Dense	float	4000	4000	0.00228921	6.98931
m_reciprocal(Dense)	Dense	float	5000	5000	0.00354103	7.06009
m_reciprocal(Dense)	Dense	float	6000	6000	0.00513823	7.0063
m_reciprocal(Dense)	Dense	float	7000	7000	0.00701142	6.9886
m_reciprocal(Dense)	Dense	float	8000	8000	0.00914329	6.99967
m_reciprocal(Dense)	Dense	float	9000	9000	0.0117512	6.89291
m_reciprocal(Dense)	Dense	float	10000	10000	0.0142982	6.99391
m_reciprocal(Dense)	Dense	double	1000	1000	0.000297801	3.35794
m_reciprocal(Dense)	Dense	double	2000	2000	0.000951648	4.20324
m_reciprocal(Dense)	Dense	double	3000	3000	0.00205288	4.3841
m_reciprocal(Dense)	Dense	double	4000	4000	0.00359636	4.44894
m_reciprocal(Dense)	Dense	double	5000	5000	0.00568907	4.39439
m_reciprocal(Dense)	Dense	double	6000	6000	0.00839597	4.28777
m_reciprocal(Dense)	Dense	double	7000	7000	0.0110251	4.44442
m_reciprocal(Dense)	Dense	double	8000	8000	0.0143293	4.46638
m_reciprocal(Dense)	Dense	double	9000	9000	0.01807	4.48257
m_reciprocal(Dense)	Dense	double	10000	10000	0.0222514	4.49409
