func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
mscal(Dense)	Dense	float	1000	1000	0.000371089	2.69477	21.5582
mscal(Dense)	Dense	float	2000	2000	0.000258814	15.4551	123.641
mscal(Dense)	Dense	float	3000	3000	0.000690704	13.0302	104.241
mscal(Dense)	Dense	float	4000	4000	0.00559874	2.85778	22.8623
mscal(Dense)	Dense	float	5000	5000	0.0115978	2.15559	17.2447
mscal(Dense)	Dense	float	6000	6000	0.0158003	2.27843	18.2275
mscal(Dense)	Dense	float	7000	7000	0.0250788	1.95384	15.6307
mscal(Dense)	Dense	float	8000	8000	0.0330434	1.93685	15.4948
mscal(Dense)	Dense	float	9000	9000	0.0364122	2.22453	17.7962
mscal(Dense)	Dense	float	10000	10000	0.0524759	1.90564	15.2451
mscal(Dense)	Dense	double	1000	1000	8.52207e-05	11.7342	187.748
mscal(Dense)	Dense	double	2000	2000	0.000343037	11.6605	186.569
mscal(Dense)	Dense	double	3000	3000	0.00730326	1.23233	19.7172
mscal(Dense)	Dense	double	4000	4000	0.00596964	2.68023	42.8836
mscal(Dense)	Dense	double	5000	5000	0.0255953	0.976741	15.6279
mscal(Dense)	Dense	double	6000	6000	0.0374234	0.961964	15.3914
mscal(Dense)	Dense	double	7000	7000	0.0258816	1.89324	30.2918
mscal(Dense)	Dense	double	8000	8000	0.0491466	1.30223	20.8356
mscal(Dense)	Dense	double	9000	9000	0.0860918	0.940856	15.0537
mscal(Dense)	Dense	double	10000	10000	0.0505875	1.97677	31.6284
