func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00855359	233.82
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.0142884	472.411
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.0552443	289.623
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0695431	449.362
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.123996	435.498
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.17006	504.233
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.238506	536.675
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.336508	541.591
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.466942	535.399
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0163651	122.211
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.027937	241.615
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.063413	252.314
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.118645	263.392
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.213025	253.491
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	0.321955	266.342
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	0.477526	268.048
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	0.676637	269.347
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	0.920488	271.595
