func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,CRS,Dense)	CRS	float	1000	1000	1000	0.0361043	4.487
matmul(Dense,CRS,Dense)	CRS	float	1500	1500	1500	0.0513047	7.10461
matmul(Dense,CRS,Dense)	CRS	float	2000	2000	2000	0.102328	6.33261
matmul(Dense,CRS,Dense)	CRS	float	2500	2500	2500	0.134329	7.53744
matmul(Dense,CRS,Dense)	CRS	float	3000	3000	3000	0.169287	8.61259
matmul(Dense,CRS,Dense)	CRS	double	1000	1000	1000	0.036094	4.48828
matmul(Dense,CRS,Dense)	CRS	double	1500	1500	1500	0.058986	6.17943
matmul(Dense,CRS,Dense)	CRS	double	2000	2000	2000	0.0840038	7.71394
matmul(Dense,CRS,Dense)	CRS	double	2500	2500	2500	0.113329	8.93417
matmul(Dense,CRS,Dense)	CRS	double	3000	3000	3000	0.144342	10.101
