func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
mm_sub(CRS,CRS,CRS)	CRS	float	10000	10000	0.000356417	4.54523	27.2714
mm_sub(CRS,CRS,CRS)	CRS	float	20000	20000	0.000597204	5.42528	32.5517
mm_sub(CRS,CRS,CRS)	CRS	float	30000	30000	0.00081059	5.99563	35.9738
mm_sub(CRS,CRS,CRS)	CRS	float	40000	40000	0.0009857	6.57401	39.4441
mm_sub(CRS,CRS,CRS)	CRS	float	50000	50000	0.00117513	6.89284	41.357
mm_sub(CRS,CRS,CRS)	CRS	float	60000	60000	0.00153863	6.3173	37.9038
mm_sub(CRS,CRS,CRS)	CRS	float	70000	70000	0.00158132	7.17124	43.0274
mm_sub(CRS,CRS,CRS)	CRS	float	80000	80000	0.00178046	7.279	43.674
mm_sub(CRS,CRS,CRS)	CRS	float	90000	90000	0.0019921	7.31893	43.9136
mm_sub(CRS,CRS,CRS)	CRS	float	100000	100000	0.00218891	7.40094	44.4056
mm_sub(CRS,CRS,CRS)	CRS	double	10000	10000	0.00060232	2.6896	32.2752
mm_sub(CRS,CRS,CRS)	CRS	double	20000	20000	0.000976837	3.31683	39.8019
mm_sub(CRS,CRS,CRS)	CRS	double	30000	30000	0.00138781	3.50192	42.023
mm_sub(CRS,CRS,CRS)	CRS	double	40000	40000	0.00177661	3.6474	43.7688
mm_sub(CRS,CRS,CRS)	CRS	double	50000	50000	0.00214609	3.77431	45.2917
mm_sub(CRS,CRS,CRS)	CRS	double	60000	60000	0.00254113	3.82507	45.9008
mm_sub(CRS,CRS,CRS)	CRS	double	70000	70000	0.0029787	3.80702	45.6843
mm_sub(CRS,CRS,CRS)	CRS	double	80000	80000	0.0033518	3.86658	46.3989
mm_sub(CRS,CRS,CRS)	CRS	double	90000	90000	0.00379151	3.84544	46.1452
mm_sub(CRS,CRS,CRS)	CRS	double	100000	100000	0.00417505	3.88019	46.5623
