func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00875589	228.418
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.0269112	250.825
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.0510844	313.207
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0719923	434.074
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.114542	471.444
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.180279	475.651
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.245053	522.337
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.362137	503.262
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.469569	532.403
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0161521	123.823
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.044179	152.787
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.0842917	189.817
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.143345	218.005
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.20703	260.832
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	0.334787	256.133
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	0.493124	259.57
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	0.69247	263.188
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	0.937199	266.752
