func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.0084591	236.432
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.00477533	1413.51
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.00900199	1777.38
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0155451	2010.29
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.0260497	2072.96
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.0413129	2075.62
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.0619287	2066.89
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.0889173	2049.66
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.123073	2031.31
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0276356	72.3705
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0880464	76.6641
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.207001	77.2944
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.402569	77.6265
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.675585	79.9307
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	1.07812	79.537
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	1.60828	79.588
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	2.3102	78.8891
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	3.17541	78.7299
