func	kind	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
vv_sub	vector	float	1000	0.00183509	0.00108987	0.00653921
vv_sub	vector	float	2000	0.00185381	0.00215771	0.0129463
vv_sub	vector	float	4000	0.00186093	0.00429894	0.0257936
vv_sub	vector	float	8000	0.00188067	0.00850759	0.0510455
vv_sub	vector	float	16000	0.00194409	0.0164601	0.0987606
vv_sub	vector	float	32000	0.00226106	0.0283054	0.169832
vv_sub	vector	float	64000	0.00261447	0.0489583	0.29375
vv_sub	vector	float	128000	0.00337538	0.0758433	0.45506
vv_sub	vector	float	256000	0.00449377	0.113935	0.683613
vv_sub	vector	float	512000	0.00703259	0.145608	0.873647
vv_sub	vector	float	1024000	0.0120232	0.170338	1.02203
vv_sub	vector	float	2048000	0.0212013	0.193195	1.15917
vv_sub	vector	float	4096000	0.0404055	0.202745	1.21647
vv_sub	vector	float	8192000	0.082617	0.198313	1.18988
vv_sub	vector	double	1000	0.00142704	0.0014015	0.016818
vv_sub	vector	double	2000	0.0014255	0.00280602	0.0336723
vv_sub	vector	double	4000	0.00144461	0.00553785	0.0664541
vv_sub	vector	double	8000	0.00147523	0.0108457	0.130149
vv_sub	vector	double	16000	0.00174338	0.0183552	0.220262
vv_sub	vector	double	32000	0.00196545	0.0325626	0.390751
vv_sub	vector	double	64000	0.00241944	0.0529047	0.634856
vv_sub	vector	double	128000	0.00336502	0.0760769	0.912923
vv_sub	vector	double	256000	0.00509682	0.100455	1.20546
vv_sub	vector	double	512000	0.00839294	0.122007	1.46409
vv_sub	vector	double	1024000	0.0158592	0.129136	1.54964
vv_sub	vector	double	2048000	0.0305415	0.134112	1.60935
vv_sub	vector	double	4096000	0.0588823	0.139125	1.6695
vv_sub	vector	double	8192000	0.135595	0.12083	1.44996
