func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.0180622	110.729
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.00500503	1348.64
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.0101181	1581.32
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.017167	1820.35
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.026087	2070
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.0413313	2074.7
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.0617858	2071.67
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.0895336	2035.55
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.122681	2037.81
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0276289	72.3879
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0882283	76.506
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.208695	76.6671
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.406233	76.9263
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.682839	79.0815
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	1.09263	78.4804
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	1.62552	78.744
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	2.32002	78.5552
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	3.18827	78.4125
