func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_tanh(CRS)	CRS	float	1000	1000	0.000526019	0.153987
m_tanh(CRS)	CRS	float	2000	2000	0.00052859	0.306476
m_tanh(CRS)	CRS	float	4000	4000	0.000979901	0.330646
m_tanh(CRS)	CRS	float	8000	8000	0.0018936	0.342205
m_tanh(CRS)	CRS	float	16000	16000	0.00373892	0.346624
m_tanh(CRS)	CRS	float	32000	32000	0.00731319	0.354428
m_tanh(CRS)	CRS	float	64000	64000	0.0144542	0.358649
m_tanh(CRS)	CRS	double	1000	1000	0.00043206	0.187474
m_tanh(CRS)	CRS	double	2000	2000	0.000774487	0.209171
m_tanh(CRS)	CRS	double	4000	4000	0.00148242	0.218561
m_tanh(CRS)	CRS	double	8000	8000	0.0028906	0.224175
m_tanh(CRS)	CRS	double	16000	16000	0.00564503	0.229583
m_tanh(CRS)	CRS	double	32000	32000	0.0111622	0.232212
m_tanh(CRS)	CRS	double	64000	64000	0.0220707	0.234882
