func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
mscal(Dense)	Dense	float	1000	1000	3.81545e-05	26.2092	209.674
mscal(Dense)	Dense	float	2000	2000	9.98291e-05	40.0685	320.548
mscal(Dense)	Dense	float	3000	3000	0.000235247	38.2577	306.062
mscal(Dense)	Dense	float	4000	4000	0.00598644	2.67271	21.3817
mscal(Dense)	Dense	float	5000	5000	0.0117205	2.13302	17.0642
mscal(Dense)	Dense	double	1000	1000	5.07907e-05	19.6886	315.018
mscal(Dense)	Dense	double	2000	2000	0.000214861	18.6167	297.867
mscal(Dense)	Dense	double	3000	3000	0.00729855	1.23312	19.73
mscal(Dense)	Dense	double	4000	4000	0.0157229	1.01762	16.282
mscal(Dense)	Dense	double	5000	5000	0.0251409	0.994395	15.9103
