func	kind	prec	M	N	time[sec]
transpose(Dense)	Dense	float	1000	1000	0.00302825
transpose(Dense)	Dense	float	2000	2000	0.0156604
transpose(Dense)	Dense	float	3000	3000	0.0493286
transpose(Dense)	Dense	float	4000	4000	0.0975447
transpose(Dense)	Dense	float	5000	5000	0.154481
transpose(Dense)	Dense	double	1000	1000	0.00356854
transpose(Dense)	Dense	double	2000	2000	0.0279342
transpose(Dense)	Dense	double	3000	3000	0.0738825
transpose(Dense)	Dense	double	4000	4000	0.148122
transpose(Dense)	Dense	double	5000	5000	0.229365
