func	kind	prec	M	N	time[sec]	perf[GFLOPS]
matvec(Dense)	Dense	float	1000	1000	0.00189915	1.0531
matvec(Dense)	Dense	float	2000	2000	6.39341e-05	125.129
matvec(Dense)	Dense	float	3000	3000	0.000168042	107.116
matvec(Dense)	Dense	float	4000	4000	0.00506822	6.31385
matvec(Dense)	Dense	float	5000	5000	0.00944818	5.29203
matvec(Dense)	Dense	double	1000	1000	0.000133886	14.938
matvec(Dense)	Dense	double	2000	2000	0.000148223	53.9727
matvec(Dense)	Dense	double	3000	3000	0.00594094	3.02982
matvec(Dense)	Dense	double	4000	4000	0.0127727	2.50534
matvec(Dense)	Dense	double	5000	5000	0.0205511	2.43296
