func	kind	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
scal	vector	float	1000	0.000234637	0.0042619	0.0340952
scal	vector	float	10000	0.000355194	0.0281536	0.225229
scal	vector	float	100000	0.0003999	0.250063	2.0005
scal	vector	float	1000000	0.000756778	1.32139	10.5711
scal	vector	float	10000000	0.00146641	6.81936	54.5549
scal	vector	float	100000000	0.00905537	11.0432	88.3454
scal	vector	double	1000	0.000353396	0.00282969	0.045275
scal	vector	double	10000	0.000351302	0.0284656	0.455449
scal	vector	double	100000	0.000404943	0.246949	3.95118
scal	vector	double	1000000	0.000801731	1.2473	19.9568
scal	vector	double	10000000	0.00226946	4.40634	70.5014
scal	vector	double	100000000	0.0171937	5.8161	93.0576
