func	kind	prec	M	N	time[sec]
convert(COO,Dense)	Dense	float	1000	1000	0.00112053
convert(COO,Dense)	Dense	float	2000	2000	0.00377915
convert(COO,Dense)	Dense	float	3000	3000	0.0101213
convert(COO,Dense)	Dense	float	4000	4000	0.0163861
convert(COO,Dense)	Dense	float	5000	5000	0.0243767
convert(COO,Dense)	Dense	float	6000	6000	0.0447176
convert(COO,Dense)	Dense	float	7000	7000	0.0747528
convert(COO,Dense)	Dense	float	8000	8000	0.0964261
convert(COO,Dense)	Dense	float	9000	9000	0.117706
convert(COO,Dense)	Dense	float	10000	10000	0.14144
convert(COO,Dense)	Dense	double	1000	1000	0.00163507
convert(COO,Dense)	Dense	double	2000	2000	0.00736899
convert(COO,Dense)	Dense	double	3000	3000	0.0184265
convert(COO,Dense)	Dense	double	4000	4000	0.0362221
convert(COO,Dense)	Dense	double	5000	5000	0.0731308
convert(COO,Dense)	Dense	double	6000	6000	0.104043
convert(COO,Dense)	Dense	double	7000	7000	0.135723
convert(COO,Dense)	Dense	double	8000	8000	0.171503
convert(COO,Dense)	Dense	double	9000	9000	0.211849
convert(COO,Dense)	Dense	double	10000	10000	0.25414
