func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_sin(Dense)	Dense	float	1000	1000	0.000266331	3.75472
m_sin(Dense)	Dense	float	2000	2000	0.00101255	3.95041
m_sin(Dense)	Dense	float	3000	3000	0.00224232	4.0137
m_sin(Dense)	Dense	float	4000	4000	0.00466263	3.43154
m_sin(Dense)	Dense	float	5000	5000	0.00965243	2.59002
m_sin(Dense)	Dense	float	6000	6000	0.0126161	2.85349
m_sin(Dense)	Dense	float	7000	7000	0.0193429	2.53323
m_sin(Dense)	Dense	float	8000	8000	0.0254021	2.51948
m_sin(Dense)	Dense	float	9000	9000	0.0250434	3.23438
m_sin(Dense)	Dense	float	10000	10000	0.0387471	2.58084
m_sin(Dense)	Dense	double	1000	1000	0.000476076	2.10051
m_sin(Dense)	Dense	double	2000	2000	0.00165699	2.41402
m_sin(Dense)	Dense	double	3000	3000	0.00649182	1.38636
m_sin(Dense)	Dense	double	4000	4000	0.0142402	1.12358
m_sin(Dense)	Dense	double	5000	5000	0.022113	1.13056
m_sin(Dense)	Dense	double	6000	6000	0.0298308	1.20681
m_sin(Dense)	Dense	double	7000	7000	0.0239645	2.04469
m_sin(Dense)	Dense	double	8000	8000	0.0516607	1.23885
m_sin(Dense)	Dense	double	9000	9000	0.0711585	1.1383
m_sin(Dense)	Dense	double	10000	10000	0.0589948	1.69506
