func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
sm_sub(CRS,CRS)	CRS	float	10000	10000	0.000261752	6.18906	24.7562
sm_sub(CRS,CRS)	CRS	float	20000	20000	0.00045481	7.12386	28.4954
sm_sub(CRS,CRS)	CRS	float	30000	30000	0.000650723	7.46862	29.8745
sm_sub(CRS,CRS)	CRS	float	40000	40000	0.000845242	7.66644	30.6658
sm_sub(CRS,CRS)	CRS	float	50000	50000	0.000954296	8.48793	33.9517
sm_sub(CRS,CRS)	CRS	float	60000	60000	0.00122726	7.92009	31.6804
sm_sub(CRS,CRS)	CRS	float	70000	70000	0.0011322	10.0159	40.0636
sm_sub(CRS,CRS)	CRS	float	80000	80000	0.00127443	10.1692	40.6769
sm_sub(CRS,CRS)	CRS	float	90000	90000	0.0014339	10.168	40.6722
sm_sub(CRS,CRS)	CRS	float	100000	100000	0.0016562	9.78141	39.1256
sm_sub(CRS,CRS)	CRS	double	10000	10000	0.000326885	4.95588	39.647
sm_sub(CRS,CRS)	CRS	double	20000	20000	0.000589482	5.49635	43.9708
sm_sub(CRS,CRS)	CRS	double	30000	30000	0.000855171	5.68307	45.4646
sm_sub(CRS,CRS)	CRS	double	40000	40000	0.00111882	5.79182	46.3345
sm_sub(CRS,CRS)	CRS	double	50000	50000	0.00138385	5.85323	46.8258
sm_sub(CRS,CRS)	CRS	double	60000	60000	0.00167456	5.80452	46.4361
sm_sub(CRS,CRS)	CRS	double	70000	70000	0.00200727	5.64946	45.1956
sm_sub(CRS,CRS)	CRS	double	80000	80000	0.00230236	5.629	45.032
sm_sub(CRS,CRS)	CRS	double	90000	90000	0.00256684	5.68013	45.4411
sm_sub(CRS,CRS)	CRS	double	100000	100000	0.00283581	5.71265	45.7012
