func	kind	prec	M	N	time[sec]
convert(COO,Dense)	Dense	float	1000	1000	0.00226479
convert(COO,Dense)	Dense	float	2000	2000	0.00564597
convert(COO,Dense)	Dense	float	3000	3000	0.0170718
convert(COO,Dense)	Dense	float	4000	4000	0.0285717
convert(COO,Dense)	Dense	float	5000	5000	0.0450738
convert(COO,Dense)	Dense	float	6000	6000	0.0636117
convert(COO,Dense)	Dense	float	7000	7000	0.0848188
convert(COO,Dense)	Dense	float	8000	8000	0.110075
convert(COO,Dense)	Dense	float	9000	9000	0.137911
convert(COO,Dense)	Dense	float	10000	10000	0.169145
convert(COO,Dense)	Dense	double	1000	1000	0.00275072
convert(COO,Dense)	Dense	double	2000	2000	0.00871906
convert(COO,Dense)	Dense	double	3000	3000	0.0310441
convert(COO,Dense)	Dense	double	4000	4000	0.0537949
convert(COO,Dense)	Dense	double	5000	5000	0.0824085
convert(COO,Dense)	Dense	double	6000	6000	0.118224
convert(COO,Dense)	Dense	double	7000	7000	0.160974
convert(COO,Dense)	Dense	double	8000	8000	0.207346
convert(COO,Dense)	Dense	double	9000	9000	0.260357
convert(COO,Dense)	Dense	double	10000	10000	0.320373
