func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
sm_add(Dense,Dense)	Dense	float	1000	1000	0.00018605	5.37489	42.9991
sm_add(Dense,Dense)	Dense	float	2000	2000	0.000546021	7.32573	58.6058
sm_add(Dense,Dense)	Dense	float	3000	3000	0.00114427	7.86527	62.9222
sm_add(Dense,Dense)	Dense	float	4000	4000	0.00189018	8.4648	67.7184
sm_add(Dense,Dense)	Dense	float	5000	5000	0.00245308	10.1913	81.53
sm_add(Dense,Dense)	Dense	float	6000	6000	0.0035387	10.1732	81.3859
sm_add(Dense,Dense)	Dense	float	7000	7000	0.0052301	9.36885	74.9508
sm_add(Dense,Dense)	Dense	float	8000	8000	0.00623502	10.2646	82.1168
sm_add(Dense,Dense)	Dense	float	9000	9000	0.00781013	10.3711	82.9691
sm_add(Dense,Dense)	Dense	float	10000	10000	0.00953336	10.4895	83.9158
sm_add(Dense,Dense)	Dense	double	1000	1000	0.000228343	4.37938	70.0701
sm_add(Dense,Dense)	Dense	double	2000	2000	0.00073504	5.44188	87.0701
sm_add(Dense,Dense)	Dense	double	3000	3000	0.00152326	5.90837	94.5339
sm_add(Dense,Dense)	Dense	double	4000	4000	0.00275735	5.80267	92.8428
sm_add(Dense,Dense)	Dense	double	5000	5000	0.00423227	5.90699	94.5119
sm_add(Dense,Dense)	Dense	double	6000	6000	0.00602864	5.9715	95.544
sm_add(Dense,Dense)	Dense	double	7000	7000	0.0081282	6.02839	96.4543
sm_add(Dense,Dense)	Dense	double	8000	8000	0.0105577	6.06192	96.9907
sm_add(Dense,Dense)	Dense	double	9000	9000	0.0133223	6.08005	97.2809
sm_add(Dense,Dense)	Dense	double	10000	10000	0.0164455	6.0807	97.2912
