func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00873416	228.986
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.0265019	254.699
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.0487079	328.489
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0733022	426.317
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.1064	507.519
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.173016	495.618
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.242557	527.711
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.348743	522.592
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.488197	512.088
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0136525	146.493
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0368352	183.248
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.118234	135.325
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.129249	241.782
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.210547	256.475
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	0.323836	264.795
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	0.480908	266.163
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	0.701045	259.969
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	0.919983	271.744
