func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
mm_div(Dense,Dense,Dense)	Dense	float	1000	1000	7.53435e-05	13.2726	159.271
mm_div(Dense,Dense,Dense)	Dense	float	2000	2000	0.00233639	1.71204	20.5445
mm_div(Dense,Dense,Dense)	Dense	float	3000	3000	0.0105619	0.852122	10.2255
mm_div(Dense,Dense,Dense)	Dense	float	4000	4000	0.0199251	0.803006	9.63608
mm_div(Dense,Dense,Dense)	Dense	float	5000	5000	0.032477	0.769775	9.23729
mm_div(Dense,Dense,Dense)	Dense	float	6000	6000	0.0482824	0.745614	8.94736
mm_div(Dense,Dense,Dense)	Dense	float	7000	7000	0.0404754	1.21061	14.5273
mm_div(Dense,Dense,Dense)	Dense	float	8000	8000	0.0739988	0.864879	10.3785
mm_div(Dense,Dense,Dense)	Dense	float	9000	9000	0.109955	0.736662	8.83994
mm_div(Dense,Dense,Dense)	Dense	float	10000	10000	0.0750816	1.33189	15.9826
mm_div(Dense,Dense,Dense)	Dense	double	1000	1000	0.000139633	7.16162	171.879
mm_div(Dense,Dense,Dense)	Dense	double	2000	2000	0.00886735	0.451093	10.8262
mm_div(Dense,Dense,Dense)	Dense	double	3000	3000	0.0237776	0.378507	9.08417
mm_div(Dense,Dense,Dense)	Dense	double	4000	4000	0.0393327	0.406786	9.76287
mm_div(Dense,Dense,Dense)	Dense	double	5000	5000	0.0625426	0.399728	9.59347
mm_div(Dense,Dense,Dense)	Dense	double	6000	6000	0.0926481	0.388567	9.32561
mm_div(Dense,Dense,Dense)	Dense	double	7000	7000	0.0592357	0.827204	19.8529
mm_div(Dense,Dense,Dense)	Dense	double	8000	8000	0.102279	0.625739	15.0177
mm_div(Dense,Dense,Dense)	Dense	double	9000	9000	0.0836945	0.967806	23.2273
mm_div(Dense,Dense,Dense)	Dense	double	10000	10000	0.151029	0.662126	15.891
