func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00839265	238.304
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.0231059	292.133
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.0503897	317.525
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0991773	315.092
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.15965	338.241
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.236785	362.142
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.348398	367.396
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.487844	373.583
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.659591	379.023
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.00986134	202.812
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.031928	211.413
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.0802534	199.368
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.158263	197.456
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.271627	198.802
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	0.420563	203.893
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	0.620109	206.415
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	0.863333	211.1
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	1.1521	216.995
