func	kind	prec	M	N	time[sec]
convert(COO,Dense)	Dense	float	1000	1000	0.00350362
convert(COO,Dense)	Dense	float	2000	2000	0.00558991
convert(COO,Dense)	Dense	float	3000	3000	0.0161099
convert(COO,Dense)	Dense	float	4000	4000	0.0300743
convert(COO,Dense)	Dense	float	5000	5000	0.0446183
convert(COO,Dense)	Dense	float	6000	6000	0.0631307
convert(COO,Dense)	Dense	float	7000	7000	0.0848818
convert(COO,Dense)	Dense	float	8000	8000	0.109545
convert(COO,Dense)	Dense	float	9000	9000	0.137842
convert(COO,Dense)	Dense	float	10000	10000	0.167809
convert(COO,Dense)	Dense	double	1000	1000	0.00302747
convert(COO,Dense)	Dense	double	2000	2000	0.00881638
convert(COO,Dense)	Dense	double	3000	3000	0.0313811
convert(COO,Dense)	Dense	double	4000	4000	0.0542908
convert(COO,Dense)	Dense	double	5000	5000	0.0835973
convert(COO,Dense)	Dense	double	6000	6000	0.118336
convert(COO,Dense)	Dense	double	7000	7000	0.160394
convert(COO,Dense)	Dense	double	8000	8000	0.207048
convert(COO,Dense)	Dense	double	9000	9000	0.260108
convert(COO,Dense)	Dense	double	10000	10000	0.319451
