func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,CRS,Dense)	CRS	float	1000	1000	1000	0.00273012	59.3381
matmul(Dense,CRS,Dense)	CRS	float	1500	1500	1500	0.00614621	59.3048
matmul(Dense,CRS,Dense)	CRS	float	2000	2000	2000	0.0112813	57.4402
matmul(Dense,CRS,Dense)	CRS	float	2500	2500	2500	0.0197721	51.2085
matmul(Dense,CRS,Dense)	CRS	float	3000	3000	3000	0.0295724	49.3027
matmul(Dense,CRS,Dense)	CRS	double	1000	1000	1000	0.0149635	10.8264
matmul(Dense,CRS,Dense)	CRS	double	1500	1500	1500	0.0329937	11.0476
matmul(Dense,CRS,Dense)	CRS	double	2000	2000	2000	0.0556	11.6547
matmul(Dense,CRS,Dense)	CRS	double	2500	2500	2500	0.0858893	11.7884
matmul(Dense,CRS,Dense)	CRS	double	3000	3000	3000	0.12536	11.6305
