func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00484236	413.022
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.013411	503.317
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.0314627	508.539
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0692067	451.546
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.102581	526.411
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.159607	537.256
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.238252	537.246
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.333793	545.998
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.465476	537.084
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.00854922	233.939
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0275019	245.437
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.0630672	253.698
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.117925	264.998
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.202769	266.312
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	0.317154	270.374
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	0.472406	270.953
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	0.664326	274.338
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	0.910373	274.613
