func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00870666	229.709
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.0264595	255.107
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.060357	265.089
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0931456	335.496
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.124031	435.375
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.17034	503.406
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.256837	498.371
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.353006	516.28
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.472403	529.209
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0140708	142.138
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0296924	227.331
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.0681592	234.745
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.118857	262.922
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.219661	245.833
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	0.318937	268.862
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	0.488775	261.879
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	0.672563	270.978
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	0.918126	272.294
