func	kind	prec	M	N	time[sec]
transpose(Dense)	Dense	float	1000	1000	0.00288647
transpose(Dense)	Dense	float	2000	2000	0.0152903
transpose(Dense)	Dense	float	3000	3000	0.0496638
transpose(Dense)	Dense	float	4000	4000	0.0974748
transpose(Dense)	Dense	float	5000	5000	0.153244
transpose(Dense)	Dense	float	6000	6000	0.212963
transpose(Dense)	Dense	float	7000	7000	0.316763
transpose(Dense)	Dense	float	8000	8000	0.398344
transpose(Dense)	Dense	float	9000	9000	0.523514
transpose(Dense)	Dense	float	10000	10000	0.611282
transpose(Dense)	Dense	double	1000	1000	0.00354706
transpose(Dense)	Dense	double	2000	2000	0.028363
transpose(Dense)	Dense	double	3000	3000	0.0740804
transpose(Dense)	Dense	double	4000	4000	0.151737
transpose(Dense)	Dense	double	5000	5000	0.227685
transpose(Dense)	Dense	double	6000	6000	0.350716
transpose(Dense)	Dense	double	7000	7000	0.451301
transpose(Dense)	Dense	double	8000	8000	0.613965
transpose(Dense)	Dense	double	9000	9000	0.750314
transpose(Dense)	Dense	double	10000	10000	0.92392
