func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,CRS,Dense)	CRS	float	1000	1000	1000	0.00244677	66.2098
matmul(Dense,CRS,Dense)	CRS	float	1500	1500	1500	0.00550234	66.2445
matmul(Dense,CRS,Dense)	CRS	float	2000	2000	2000	0.0101823	63.6398
matmul(Dense,CRS,Dense)	CRS	float	2500	2500	2500	0.020082	50.4182
matmul(Dense,CRS,Dense)	CRS	float	3000	3000	3000	0.0417012	34.963
matmul(Dense,CRS,Dense)	CRS	double	1000	1000	1000	0.0151668	10.6812
matmul(Dense,CRS,Dense)	CRS	double	1500	1500	1500	0.033441	10.8998
matmul(Dense,CRS,Dense)	CRS	double	2000	2000	2000	0.0662414	9.7824
matmul(Dense,CRS,Dense)	CRS	double	2500	2500	2500	0.0885784	11.4306
matmul(Dense,CRS,Dense)	CRS	double	3000	3000	3000	0.132458	11.0073
