func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.0083314	240.056
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.00478674	1410.15
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.00930913	1718.74
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0159867	1954.75
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.0261706	2063.39
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.0414972	2066.41
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.061765	2072.37
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.0895633	2034.87
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.121913	2050.65
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0274206	72.9378
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0884747	76.293
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.208423	76.767
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.405395	77.0853
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.680519	79.3512
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	1.08565	78.985
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	1.61964	79.0301
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	2.3115	78.8448
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	3.17448	78.7531
