func	kind	prec	M	N	time[sec]
convert(COO,CRS)	CRS	float	10000	10000	0.00659447
convert(COO,CRS)	CRS	float	20000	20000	0.012819
convert(COO,CRS)	CRS	float	30000	30000	0.0232244
convert(COO,CRS)	CRS	float	40000	40000	0.0309011
convert(COO,CRS)	CRS	float	50000	50000	0.0384184
convert(COO,CRS)	CRS	float	60000	60000	0.0458457
convert(COO,CRS)	CRS	float	70000	70000	0.0522494
convert(COO,CRS)	CRS	float	80000	80000	0.0596736
convert(COO,CRS)	CRS	float	90000	90000	0.0672981
convert(COO,CRS)	CRS	float	100000	100000	0.0748149
convert(COO,CRS)	CRS	double	10000	10000	0.00494955
convert(COO,CRS)	CRS	double	20000	20000	0.0132293
convert(COO,CRS)	CRS	double	30000	30000	0.0291867
convert(COO,CRS)	CRS	double	40000	40000	0.0379074
convert(COO,CRS)	CRS	double	50000	50000	0.0471801
convert(COO,CRS)	CRS	double	60000	60000	0.062132
convert(COO,CRS)	CRS	double	70000	70000	0.072486
convert(COO,CRS)	CRS	double	80000	80000	0.0827864
convert(COO,CRS)	CRS	double	90000	90000	0.0923102
convert(COO,CRS)	CRS	double	100000	100000	0.102574
