func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
mscal(Dense)	Dense	float	1000	1000	6.02746e-05	16.5907	132.726
mscal(Dense)	Dense	float	2000	2000	0.000213259	18.7566	150.053
mscal(Dense)	Dense	float	3000	3000	0.000469488	19.1698	153.359
mscal(Dense)	Dense	float	4000	4000	0.00563743	2.83817	22.7054
mscal(Dense)	Dense	float	5000	5000	0.0115067	2.17264	17.3811
mscal(Dense)	Dense	float	6000	6000	0.0158213	2.27541	18.2033
mscal(Dense)	Dense	float	7000	7000	0.0213881	2.29099	18.328
mscal(Dense)	Dense	float	8000	8000	0.0283378	2.25846	18.0677
mscal(Dense)	Dense	float	9000	9000	0.0364251	2.22374	17.7899
mscal(Dense)	Dense	float	10000	10000	0.0330636	3.02447	24.1958
mscal(Dense)	Dense	double	1000	1000	6.22964e-05	16.0523	256.837
mscal(Dense)	Dense	double	2000	2000	0.000293534	13.627	218.033
mscal(Dense)	Dense	double	3000	3000	0.006625	1.35849	21.7358
mscal(Dense)	Dense	double	4000	4000	0.0142448	1.12322	17.9715
mscal(Dense)	Dense	double	5000	5000	0.0218939	1.14187	18.2699
mscal(Dense)	Dense	double	6000	6000	0.0318338	1.13087	18.094
mscal(Dense)	Dense	double	7000	7000	0.0437637	1.11965	17.9144
mscal(Dense)	Dense	double	8000	8000	0.032628	1.9615	31.3841
mscal(Dense)	Dense	double	9000	9000	0.0678167	1.1944	19.1103
mscal(Dense)	Dense	double	10000	10000	0.0837226	1.19442	19.1107
