func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
sm_div(Dense,Dense)	Dense	float	1000	1000	0.000258669	3.86595	30.9276
sm_div(Dense,Dense)	Dense	float	2000	2000	0.000849847	4.70673	37.6538
sm_div(Dense,Dense)	Dense	float	3000	3000	0.00181215	4.96647	39.7317
sm_div(Dense,Dense)	Dense	float	4000	4000	0.00293567	5.45021	43.6017
sm_div(Dense,Dense)	Dense	float	5000	5000	0.00388739	6.43105	51.4484
sm_div(Dense,Dense)	Dense	float	6000	6000	0.00562145	6.40405	51.2324
sm_div(Dense,Dense)	Dense	float	7000	7000	0.00760612	6.44218	51.5375
sm_div(Dense,Dense)	Dense	float	8000	8000	0.0097822	6.54249	52.3399
sm_div(Dense,Dense)	Dense	float	9000	9000	0.0124409	6.51076	52.0861
sm_div(Dense,Dense)	Dense	float	10000	10000	0.0152961	6.53761	52.3009
sm_div(Dense,Dense)	Dense	double	1000	1000	0.000456158	2.19222	35.0756
sm_div(Dense,Dense)	Dense	double	2000	2000	0.00168349	2.37602	38.0163
sm_div(Dense,Dense)	Dense	double	3000	3000	0.00376425	2.39092	38.2546
sm_div(Dense,Dense)	Dense	double	4000	4000	0.0068365	2.34038	37.446
sm_div(Dense,Dense)	Dense	double	5000	5000	0.0106507	2.34725	37.5561
sm_div(Dense,Dense)	Dense	double	6000	6000	0.0152397	2.36225	37.796
sm_div(Dense,Dense)	Dense	double	7000	7000	0.0206934	2.3679	37.8864
sm_div(Dense,Dense)	Dense	double	8000	8000	0.0272275	2.35056	37.609
sm_div(Dense,Dense)	Dense	double	9000	9000	0.0342643	2.36398	37.8236
sm_div(Dense,Dense)	Dense	double	10000	10000	0.0423056	2.36375	37.82
