func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00464602	430.476
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.013005	519.029
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.0304431	525.57
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0695658	449.215
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.102851	525.033
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.160077	535.68
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.235342	543.89
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.334638	544.619
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.474642	526.712
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.00864462	231.358
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0271404	248.707
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.0630393	253.81
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.117628	265.669
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.204679	263.828
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	0.318377	269.335
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	0.472461	270.922
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	0.667862	272.886
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	0.91618	272.872
