func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
mm_add(CRS,CRS,CRS)	CRS	float	10000	10000	0.00115119	0.703623	8.44347
mm_add(CRS,CRS,CRS)	CRS	float	20000	20000	0.000540147	2.99918	35.9902
mm_add(CRS,CRS,CRS)	CRS	float	30000	30000	0.00318653	0.762584	9.15101
mm_add(CRS,CRS,CRS)	CRS	float	40000	40000	0.00540319	0.599646	7.19575
mm_add(CRS,CRS,CRS)	CRS	float	50000	50000	0.00755307	0.536206	6.43447
mm_add(CRS,CRS,CRS)	CRS	float	60000	60000	0.0119461	0.406829	4.88195
mm_add(CRS,CRS,CRS)	CRS	float	70000	70000	0.0145224	0.390431	4.68518
mm_add(CRS,CRS,CRS)	CRS	float	80000	80000	0.0096475	0.671676	8.06012
mm_add(CRS,CRS,CRS)	CRS	float	90000	90000	0.0147585	0.493953	5.92744
mm_add(CRS,CRS,CRS)	CRS	float	100000	100000	0.0205239	0.394661	4.73593
mm_add(CRS,CRS,CRS)	CRS	double	10000	10000	0.000550064	1.47255	35.3413
mm_add(CRS,CRS,CRS)	CRS	double	20000	20000	0.00701926	0.230794	5.53905
mm_add(CRS,CRS,CRS)	CRS	double	30000	30000	0.0108573	0.223812	5.37149
mm_add(CRS,CRS,CRS)	CRS	double	40000	40000	0.0163805	0.197797	4.74712
mm_add(CRS,CRS,CRS)	CRS	double	50000	50000	0.0209718	0.193117	4.6348
mm_add(CRS,CRS,CRS)	CRS	double	60000	60000	0.0256188	0.189704	4.5529
mm_add(CRS,CRS,CRS)	CRS	double	70000	70000	0.0297732	0.190439	4.57055
mm_add(CRS,CRS,CRS)	CRS	double	80000	80000	0.0225694	0.287114	6.89074
mm_add(CRS,CRS,CRS)	CRS	double	90000	90000	0.0332022	0.219563	5.26952
mm_add(CRS,CRS,CRS)	CRS	double	100000	100000	0.042851	0.189027	4.53665
