func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
matsub(CRS,CRS,CRS)	CRS	float	10000	10000	0.000928749	0.872141	10.4657
matsub(CRS,CRS,CRS)	CRS	float	20000	20000	0.00190796	0.849075	10.1889
matsub(CRS,CRS,CRS)	CRS	float	30000	30000	0.00292418	0.831004	9.97204
matsub(CRS,CRS,CRS)	CRS	float	40000	40000	0.00376263	0.861099	10.3332
matsub(CRS,CRS,CRS)	CRS	float	50000	50000	0.00469806	0.862058	10.3447
matsub(CRS,CRS,CRS)	CRS	float	60000	60000	0.0177617	0.273623	3.28348
matsub(CRS,CRS,CRS)	CRS	float	70000	70000	0.00627501	0.903585	10.843
matsub(CRS,CRS,CRS)	CRS	float	80000	80000	0.00772911	0.838389	10.0607
matsub(CRS,CRS,CRS)	CRS	float	90000	90000	0.0110376	0.660468	7.92562
matsub(CRS,CRS,CRS)	CRS	float	100000	100000	0.0131645	0.615292	7.3835
matsub(CRS,CRS,CRS)	CRS	double	10000	10000	0.000836724	0.968061	23.2335
matsub(CRS,CRS,CRS)	CRS	double	20000	20000	0.00352901	0.459053	11.0173
matsub(CRS,CRS,CRS)	CRS	double	30000	30000	0.00606346	0.400761	9.61827
matsub(CRS,CRS,CRS)	CRS	double	40000	40000	0.00647847	0.500118	12.0028
matsub(CRS,CRS,CRS)	CRS	double	50000	50000	0.0120523	0.336036	8.06487
matsub(CRS,CRS,CRS)	CRS	double	60000	60000	0.0139898	0.347395	8.33749
matsub(CRS,CRS,CRS)	CRS	double	70000	70000	0.0155157	0.365436	8.77047
matsub(CRS,CRS,CRS)	CRS	double	80000	80000	0.0168645	0.384238	9.22172
matsub(CRS,CRS,CRS)	CRS	double	90000	90000	0.0188833	0.386055	9.26532
matsub(CRS,CRS,CRS)	CRS	double	100000	100000	0.0161456	0.501684	12.0404
