func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,CRS,Dense)	CRS	float	1000	1000	1000	0.036805	4.40158
matmul(Dense,CRS,Dense)	CRS	float	1500	1500	1500	0.0514181	7.08894
matmul(Dense,CRS,Dense)	CRS	float	2000	2000	2000	0.102545	6.31918
matmul(Dense,CRS,Dense)	CRS	float	2500	2500	2500	0.134704	7.51649
matmul(Dense,CRS,Dense)	CRS	float	3000	3000	3000	0.168679	8.64364
matmul(Dense,CRS,Dense)	CRS	double	1000	1000	1000	0.0360727	4.49093
matmul(Dense,CRS,Dense)	CRS	double	1500	1500	1500	0.0589353	6.18475
matmul(Dense,CRS,Dense)	CRS	double	2000	2000	2000	0.0840212	7.71234
matmul(Dense,CRS,Dense)	CRS	double	2500	2500	2500	0.113149	8.94837
matmul(Dense,CRS,Dense)	CRS	double	3000	3000	3000	0.143769	10.1412
