func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_tanh(CRS)	CRS	float	10000	10000	0.00146234	0.553906
m_tanh(CRS)	CRS	float	20000	20000	0.00145526	1.1132
m_tanh(CRS)	CRS	float	30000	30000	0.00221361	1.09776
m_tanh(CRS)	CRS	float	40000	40000	0.00298753	1.08451
m_tanh(CRS)	CRS	float	50000	50000	0.00378703	1.06944
m_tanh(CRS)	CRS	float	60000	60000	0.00456052	1.06567
m_tanh(CRS)	CRS	float	70000	70000	0.00533031	1.06373
m_tanh(CRS)	CRS	float	80000	80000	0.0060889	1.06423
m_tanh(CRS)	CRS	float	90000	90000	0.00678252	1.07482
m_tanh(CRS)	CRS	float	100000	100000	0.00746658	1.08483
m_tanh(CRS)	CRS	double	10000	10000	0.00119537	0.677615
m_tanh(CRS)	CRS	double	20000	20000	0.00237902	0.680953
m_tanh(CRS)	CRS	double	30000	30000	0.00364957	0.665831
m_tanh(CRS)	CRS	double	40000	40000	0.00502037	0.645371
m_tanh(CRS)	CRS	double	50000	50000	0.0062234	0.650769
m_tanh(CRS)	CRS	double	60000	60000	0.0076912	0.631891
m_tanh(CRS)	CRS	double	70000	70000	0.00904612	0.626788
m_tanh(CRS)	CRS	double	80000	80000	0.00673677	0.961886
m_tanh(CRS)	CRS	double	90000	90000	0.0113169	0.644172
m_tanh(CRS)	CRS	double	100000	100000	0.0124502	0.650592
