func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_atanh(Dense)	Dense	float	1000	1000	0.00136737	0.731332
m_atanh(Dense)	Dense	float	2000	2000	0.0020892	1.91461
m_atanh(Dense)	Dense	float	3000	3000	0.00441273	2.03955
m_atanh(Dense)	Dense	float	4000	4000	0.00749869	2.13371
m_atanh(Dense)	Dense	float	5000	5000	0.0128077	1.95196
m_atanh(Dense)	Dense	float	6000	6000	0.0164658	2.18635
m_atanh(Dense)	Dense	float	7000	7000	0.0253346	1.93411
m_atanh(Dense)	Dense	float	8000	8000	0.0309258	2.06947
m_atanh(Dense)	Dense	float	9000	9000	0.0306205	2.64529
m_atanh(Dense)	Dense	float	10000	10000	0.0407051	2.4567
m_atanh(Dense)	Dense	double	1000	1000	0.00106678	0.9374
m_atanh(Dense)	Dense	double	2000	2000	0.003798	1.05318
m_atanh(Dense)	Dense	double	3000	3000	0.00777005	1.15829
m_atanh(Dense)	Dense	double	4000	4000	0.0123957	1.29077
m_atanh(Dense)	Dense	double	5000	5000	0.0206675	1.20963
m_atanh(Dense)	Dense	double	6000	6000	0.0304952	1.18052
m_atanh(Dense)	Dense	double	7000	7000	0.040295	1.21603
m_atanh(Dense)	Dense	double	8000	8000	0.0533782	1.19899
m_atanh(Dense)	Dense	double	9000	9000	0.0533773	1.5175
m_atanh(Dense)	Dense	double	10000	10000	0.0795726	1.25671
