func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00864442	231.363
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.0151118	446.672
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.0596344	268.302
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0671343	465.485
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.124564	433.511
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.179747	477.059
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.244654	523.188
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.349568	521.358
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.485384	515.056
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0134847	148.316
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0492662	137.011
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.0775253	206.384
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.117999	264.833
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.22098	244.366
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	0.324736	264.06
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	0.495771	258.184
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	0.675959	269.617
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	0.933273	267.875
