func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_sin(Dense)	Dense	float	1000	1000	0.000203492	4.91419
m_sin(Dense)	Dense	float	2000	2000	0.00063095	6.33965
m_sin(Dense)	Dense	float	3000	3000	0.001343	6.7014
m_sin(Dense)	Dense	float	4000	4000	0.00229604	6.96851
m_sin(Dense)	Dense	float	5000	5000	0.00314738	7.94313
m_sin(Dense)	Dense	float	6000	6000	0.00413476	8.70666
m_sin(Dense)	Dense	float	7000	7000	0.00546492	8.96628
m_sin(Dense)	Dense	float	8000	8000	0.00707697	9.04342
m_sin(Dense)	Dense	float	9000	9000	0.0090933	8.90765
m_sin(Dense)	Dense	float	10000	10000	0.0111823	8.9427
m_sin(Dense)	Dense	double	1000	1000	0.000535813	1.86632
m_sin(Dense)	Dense	double	2000	2000	0.00182123	2.19631
m_sin(Dense)	Dense	double	3000	3000	0.00390202	2.3065
m_sin(Dense)	Dense	double	4000	4000	0.00694798	2.30283
m_sin(Dense)	Dense	double	5000	5000	0.0108216	2.31019
m_sin(Dense)	Dense	double	6000	6000	0.015526	2.3187
m_sin(Dense)	Dense	double	7000	7000	0.021036	2.32934
m_sin(Dense)	Dense	double	8000	8000	0.0273863	2.33693
m_sin(Dense)	Dense	double	9000	9000	0.0346047	2.34072
m_sin(Dense)	Dense	double	10000	10000	0.0426646	2.34386
